name,price
正版 Python高级编程 第2版 Python编程语言教程书籍 python 程序设计,80.70
正版 Python和Pygame游戏开发指南 Python 2D游戏开发教程 Python,63.30
正版 Python高手之路 第3版 python3爬虫数据分析 绝技核心编程基础视频教程网,59.10
正版包邮 预测分析:Python语言实现,41.04
正版包邮 Raspberry Pi编程指南 第2版 基于Python的游戏编程与机器人制作,33.48
正版 Python机器学习—预测分析核心算法 Python3爬虫数据分析编程教程书籍 py,71.90
趣学Python——教孩子学编程,38.40
正版 Python游戏编程快速上手 python3.0 绝技核心编程基础视频教程网络爬虫入,63.80
精通Python爬虫框架Scrapy Scrapy入门 数据抓取 软件架构开发设计教程 W,63.20
基于ArcGIS的Python编程秘笈（第2版）arcgis python基础教程书籍 A,62.90
精通Python自然语言处理,38.40
Python数据分析基础教程：NumPy学习指南(第2版),31.90
Python基础教程 第3版 编程语言 计算机网络 程序设计 软件开发 人民邮电出版社,74.25
Python程序设计基础-普通高等教育十一五国家级规,24.70
Abaqus GUI程序开发指南(Python语言),51.30
零起点Python机器学习快速入门/Top Quant CHRD前海智库,48.20
零基础入门学习Python,43.60
Python科学计算基础教程/图灵程序设计丛书,42.60
Python数据挖掘入门与实践/图灵程序设计丛书 (澳)罗伯特·莱顿|译者:杜春晓 正版书,47.79
Python基础教程(普通高等教育软件工程十二五规划教材) 编者:刘浪 正版书籍,36.45
Python语言在Abaqus中的应用(含光盘),37.44
Python机器学习算法 赵志勇 电子工业出版社,51.80
Python Cookbook中文版(第3版),91.80
跟老齐学Python：轻松入门 齐伟著 电子工业出版社,41.90
Web接口开发与自动化测试——基于Python语言,46.00
正版现货  Python物理建模初学者指南,45.40
正版现货  从零开始学Python网络爬虫,46.00
正版现货  精通Python自然语言处理,45.40
现货 流畅的Python 编程教程书籍 人民邮电出版社,104.20
Python机器学习基础教程 机器学习实战套装2册python基础教程从入门到实践机器学,119.90
正版 Python高级编程 第2版 Python编程语言教程书籍 python 程序设计,80.70
正版 Python和Pygame游戏开发指南 Python 2D游戏开发教程 Python,63.30
正版 Python高手之路 第3版 python3爬虫数据分析 绝技核心编程基础视频教程网,59.10
正版包邮 预测分析:Python语言实现,41.04
Web接口开发与自动化测试——基于Python语言,46.00
Web接口开发与自动化测试——基于Python语言,46.00
正版包邮 Raspberry Pi编程指南 第2版 基于Python的游戏编程与机器人制作,33.48
正版 Python机器学习—预测分析核心算法 Python3爬虫数据分析编程教程书籍 py,71.90
趣学Python——教孩子学编程,38.40
正版 Python游戏编程快速上手 python3.0 绝技核心编程基础视频教程网络爬虫入,63.80
精通Python爬虫框架Scrapy Scrapy入门 数据抓取 软件架构开发设计教程 W,63.20
基于ArcGIS的Python编程秘笈（第2版）arcgis python基础教程书籍 A,62.90
精通Python自然语言处理,38.40
Python数据分析基础教程：NumPy学习指南(第2版),31.90
Python基础教程 第3版 编程语言 计算机网络 程序设计 软件开发 人民邮电出版社,74.25
正版现货  Python物理建模初学者指南,45.40
正版现货  从零开始学Python网络爬虫,46.00
正版现货  精通Python自然语言处理,45.40
现货 流畅的Python 编程教程书籍 人民邮电出版社,104.20
Python机器学习基础教程 机器学习实战套装2册python基础教程从入门到实践机器学,119.90
正版 Python高级编程 第2版 Python编程语言教程书籍 python 程序设计,80.70
正版 Python和Pygame游戏开发指南 Python 2D游戏开发教程 Python,63.30
正版 Python高手之路 第3版 python3爬虫数据分析 绝技核心编程基础视频教程网,59.10
正版包邮 预测分析:Python语言实现,41.04
正版现货  Python物理建模初学者指南,45.40
正版现货  从零开始学Python网络爬虫,46.00
正版现货  精通Python自然语言处理,45.40
现货 流畅的Python 编程教程书籍 人民邮电出版社,104.20
Python机器学习基础教程 机器学习实战套装2册python基础教程从入门到实践机器学,119.90
正版 Python高级编程 第2版 Python编程语言教程书籍 python 程序设计,80.70
正版 Python和Pygame游戏开发指南 Python 2D游戏开发教程 Python,63.30
正版 Python高手之路 第3版 python3爬虫数据分析 绝技核心编程基础视频教程网,59.10
正版包邮 预测分析:Python语言实现,41.04
Python程序设计基础-普通高等教育十一五国家级规,24.70
Abaqus GUI程序开发指南(Python语言),51.30
零起点Python机器学习快速入门/Top Quant CHRD前海智库,48.20
零基础入门学习Python,43.60
Python科学计算基础教程/图灵程序设计丛书,42.60
Python数据挖掘入门与实践/图灵程序设计丛书 (澳)罗伯特·莱顿|译者:杜春晓 正版书,47.79
Python基础教程(普通高等教育软件工程十二五规划教材) 编者:刘浪 正版书籍,36.45
Python语言在Abaqus中的应用(含光盘),37.44
正版包邮 Raspberry Pi编程指南 第2版 基于Python的游戏编程与机器人制作,33.48
正版 Python机器学习—预测分析核心算法 Python3爬虫数据分析编程教程书籍 py,71.90
趣学Python——教孩子学编程,38.40
正版 Python游戏编程快速上手 python3.0 绝技核心编程基础视频教程网络爬虫入,63.80
精通Python爬虫框架Scrapy Scrapy入门 数据抓取 软件架构开发设计教程 W,63.20
基于ArcGIS的Python编程秘笈（第2版）arcgis python基础教程书籍 A,62.90
正版包邮 Raspberry Pi编程指南 第2版 基于Python的游戏编程与机器人制作,33.48
正版 Python机器学习—预测分析核心算法 Python3爬虫数据分析编程教程书籍 py,71.90
趣学Python——教孩子学编程,38.40
正版 Python游戏编程快速上手 python3.0 绝技核心编程基础视频教程网络爬虫入,63.80
精通Python爬虫框架Scrapy Scrapy入门 数据抓取 软件架构开发设计教程 W,63.20
基于ArcGIS的Python编程秘笈（第2版）arcgis python基础教程书籍 A,62.90
Python机器学习算法 赵志勇 电子工业出版社,51.80
Python Cookbook中文版(第3版),91.80
跟老齐学Python：轻松入门 齐伟著 电子工业出版社,41.90
精通Python自然语言处理,38.40
Python数据分析基础教程：NumPy学习指南(第2版),31.90
Python基础教程 第3版 编程语言 计算机网络 程序设计 软件开发 人民邮电出版社,74.25
Python程序设计基础-普通高等教育十一五国家级规,24.70
Abaqus GUI程序开发指南(Python语言),51.30
零起点Python机器学习快速入门/Top Quant CHRD前海智库,48.20
零基础入门学习Python,43.60
Python科学计算基础教程/图灵程序设计丛书,42.60
精通Python自然语言处理,38.40
Python数据分析基础教程：NumPy学习指南(第2版),31.90
Python基础教程 第3版 编程语言 计算机网络 程序设计 软件开发 人民邮电出版社,74.25
Python程序设计基础-普通高等教育十一五国家级规,24.70
Abaqus GUI程序开发指南(Python语言),51.30
零起点Python机器学习快速入门/Top Quant CHRD前海智库,48.20
零基础入门学习Python,43.60
Python科学计算基础教程/图灵程序设计丛书,42.60
Python数据挖掘入门与实践/图灵程序设计丛书 (澳)罗伯特·莱顿|译者:杜春晓 正版书,47.79
Python数据挖掘入门与实践/图灵程序设计丛书 (澳)罗伯特·莱顿|译者:杜春晓 正版书,47.79
Python基础教程(普通高等教育软件工程十二五规划教材) 编者:刘浪 正版书籍,36.45
Python语言在Abaqus中的应用(含光盘),37.44
Python机器学习算法 赵志勇 电子工业出版社,51.80
Python Cookbook中文版(第3版),91.80
跟老齐学Python：轻松入门 齐伟著 电子工业出版社,41.90
Python基础教程(普通高等教育软件工程十二五规划教材) 编者:刘浪 正版书籍,36.45
Python语言在Abaqus中的应用(含光盘),37.44
Python机器学习算法 赵志勇 电子工业出版社,51.80
Python Cookbook中文版(第3版),91.80
跟老齐学Python：轻松入门 齐伟著 电子工业出版社,41.90
Web接口开发与自动化测试——基于Python语言,46.00
正版现货  Python物理建模初学者指南,45.40
正版现货  从零开始学Python网络爬虫,46.00
正版现货  精通Python自然语言处理,45.40
现货 流畅的Python 编程教程书籍 人民邮电出版社,104.20
Python机器学习基础教程 机器学习实战套装2册python基础教程从入门到实践机器学,119.90
正版 Python高级编程 第2版 Python编程语言教程书籍 python 程序设计,80.70
正版 Python和Pygame游戏开发指南 Python 2D游戏开发教程 Python,63.30
正版 Python高手之路 第3版 python3爬虫数据分析 绝技核心编程基础视频教程网,59.10
正版包邮 预测分析:Python语言实现,41.04
正版包邮 Raspberry Pi编程指南 第2版 基于Python的游戏编程与机器人制作,33.48
正版 Python机器学习—预测分析核心算法 Python3爬虫数据分析编程教程书籍 py,71.90
趣学Python——教孩子学编程,38.40
正版 Python游戏编程快速上手 python3.0 绝技核心编程基础视频教程网络爬虫入,63.80
精通Python爬虫框架Scrapy Scrapy入门 数据抓取 软件架构开发设计教程 W,63.20
基于ArcGIS的Python编程秘笈（第2版）arcgis python基础教程书籍 A,62.90
精通Python自然语言处理,38.40
Python数据分析基础教程：NumPy学习指南(第2版),31.90
Python基础教程 第3版 编程语言 计算机网络 程序设计 软件开发 人民邮电出版社,74.25
Python程序设计基础-普通高等教育十一五国家级规,24.70
Abaqus GUI程序开发指南(Python语言),51.30
零起点Python机器学习快速入门/Top Quant CHRD前海智库,48.20
零基础入门学习Python,43.60
Python科学计算基础教程/图灵程序设计丛书,42.60
Python数据挖掘入门与实践/图灵程序设计丛书 (澳)罗伯特·莱顿|译者:杜春晓 正版书,47.79
Python基础教程(普通高等教育软件工程十二五规划教材) 编者:刘浪 正版书籍,36.45
Python语言在Abaqus中的应用(含光盘),37.44
Python机器学习算法 赵志勇 电子工业出版社,51.80
Python Cookbook中文版(第3版),91.80
跟老齐学Python：轻松入门 齐伟著 电子工业出版社,41.90
Web接口开发与自动化测试——基于Python语言,46.00
正版现货  Python物理建模初学者指南,45.40
正版现货  从零开始学Python网络爬虫,46.00
正版现货  精通Python自然语言处理,45.40
现货 流畅的Python 编程教程书籍 人民邮电出版社,104.20
Python机器学习基础教程 机器学习实战套装2册python基础教程从入门到实践机器学,119.90
正版 Python高级编程 第2版 Python编程语言教程书籍 python 程序设计,80.70
正版 Python和Pygame游戏开发指南 Python 2D游戏开发教程 Python,63.30
正版 Python高手之路 第3版 python3爬虫数据分析 绝技核心编程基础视频教程网,59.10
正版包邮 预测分析:Python语言实现,41.04
正版包邮 Raspberry Pi编程指南 第2版 基于Python的游戏编程与机器人制作,33.48
正版 Python机器学习—预测分析核心算法 Python3爬虫数据分析编程教程书籍 py,71.90
